date_iso,timestamp_utc,price,block_height,days_ago,daily_dca_basis,weekly_dca_basis,monthly_dca_basis
2011-06-28,2011-06-28 23:50:00+00:00,16.9430025000,133757,5430,53.8578125031,53.9044465082,55.9119661443
2011-06-29,2011-06-29 23:50:00+00:00,16.8998333333,133928,5429,53.8794353790,53.9044465082,55.9119661443
2011-06-30,2011-06-30 23:50:00+00:00,16.1535981250,134121,5428,53.9011642979,53.9044465082,55.9119661443
2011-07-01,2011-07-01 23:50:00+00:00,15.3633281818,134292,5427,53.9243833800,54.0367785238,55.9119661443
2011-07-02,2011-07-02 23:50:00+00:00,15.4000000000,134462,5426,53.9493390906,54.0367785238,55.9119661443
2011-07-03,2011-07-03 23:50:00+00:00,15.4403966667,134626,5425,53.9742438896,54.0367785238,55.9119661443
2011-07-04,2011-07-04 23:50:00+00:00,13.8200560000,134798,5424,53.9990895574,54.0367785238,55.9119661443
2011-07-05,2011-07-05 23:50:00+00:00,12.8868056250,134936,5423,54.0280542822,54.0367785238,55.9119661443
2011-07-06,2011-07-06 23:50:00+00:00,14.7670711111,135091,5422,54.0598851000,54.0367785238,55.9119661443
2011-07-07,2011-07-07 23:50:00+00:00,14.7700784615,135225,5421,54.0864328487,54.0367785238,55.9119661443
2011-07-08,2011-07-08 23:50:00+00:00,14.3137700000,135390,5420,54.1130090458,54.2128659220,55.9119661443
2011-07-09,2011-07-09 23:50:00+00:00,14.3775000000,135537,5419,54.1407886569,54.2128659220,55.9119661443
2011-07-10,2011-07-10 23:50:00+00:00,14.7473900000,135676,5418,54.1684393640,54.2128659220,55.9119661443
2011-07-11,2011-07-11 23:50:00+00:00,14.2109984211,135832,5417,54.1951826558,54.2128659220,55.9119661443
2011-07-12,2011-07-12 23:50:00+00:00,14.0164816667,135973,5416,54.2233516508,54.2128659220,55.9119661443
2011-07-13,2011-07-13 23:50:00+00:00,13.9542942857,136163,5415,54.2520911551,54.2128659220,55.9119661443
2011-07-14,2011-07-14 23:50:00+00:00,13.9978090000,136309,5414,54.2810448086,54.2128659220,55.9119661443
2011-07-15,2011-07-15 23:50:00+00:00,13.8100000000,136471,5413,54.3099187062,54.4088123297,55.9119661443
2011-07-16,2011-07-16 23:50:00+00:00,13.7190485714,136625,5412,54.3393640911,54.4088123297,55.9119661443
2011-07-17,2011-07-17 23:50:00+00:00,13.1679187500,136796,5411,54.3691145744,54.4088123297,55.9119661443
2011-07-18,2011-07-18 23:50:00+00:00,13.4230714815,136968,5410,54.4005774873,54.4088123297,55.9119661443
2011-07-19,2011-07-19 23:50:00+00:00,13.8419937500,137107,5409,54.4312977785,54.4088123297,55.9119661443
2011-07-20,2011-07-20 23:50:00+00:00,13.6931348485,137257,5408,54.4608275787,54.4088123297,55.9119661443
